================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo2.go
Fecha y hora: 12/11/2025 21:08:45
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (269)
--------------------------------------------------------------------------------
Token: LPAREN               | Valor: (                              | Línea:    6 | Columna:   10
Token: LPAREN               | Valor: (                              | Línea:   42 | Columna:   16
Token: COLON                | Valor: :                              | Línea:   42 | Columna:   30
Token: COMMA                | Valor: ,                              | Línea:   42 | Columna:   32
Token: RPAREN               | Valor: )                              | Línea:   42 | Columna:   45
Token: DOT                  | Valor: .                              | Línea:   43 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:   43 | Columna:   16
Token: COLON                | Valor: :                              | Línea:   43 | Columna:   31
Token: COMMA                | Valor: ,                              | Línea:   43 | Columna:   33
Token: RPAREN               | Valor: )                              | Línea:   43 | Columna:   46
Token: DOT                  | Valor: .                              | Línea:   46 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:   46 | Columna:   16
Token: COLON                | Valor: :                              | Línea:   46 | Columna:   35
Token: RPAREN               | Valor: )                              | Línea:   46 | Columna:   37
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   47 | Columna:   11
Token: SEMICOLON            | Valor: ;                              | Línea:   47 | Columna:   15
Token: LE                   | Valor: <=                             | Línea:   47 | Columna:   19
Token: SEMICOLON            | Valor: ;                              | Línea:   47 | Columna:   23
Token: INCREMENT            | Valor: ++                             | Línea:   47 | Columna:   26
Token: LBRACE               | Valor: {                              | Línea:   47 | Columna:   29
Token: DOT                  | Valor: .                              | Línea:   48 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   48 | Columna:   20
Token: RPAREN               | Valor: )                              | Línea:   48 | Columna:   22
Token: RBRACE               | Valor: }                              | Línea:   49 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   52 | Columna:   14
Token: LT                   | Valor: <                              | Línea:   53 | Columna:   18
Token: LBRACE               | Valor: {                              | Línea:   53 | Columna:   22
Token: DOT                  | Valor: .                              | Línea:   54 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   54 | Columna:   20
Token: COLON                | Valor: :                              | Línea:   54 | Columna:   30
Token: COMMA                | Valor: ,                              | Línea:   54 | Columna:   32
Token: RPAREN               | Valor: )                              | Línea:   54 | Columna:   42
Token: INCREMENT            | Valor: ++                             | Línea:   55 | Columna:   17
Token: RBRACE               | Valor: }                              | Línea:   56 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:   59 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:   59 | Columna:   16
Token: COLON                | Valor: :                              | Línea:   59 | Columna:   39
Token: RPAREN               | Valor: )                              | Línea:   59 | Columna:   41
Token: COMMA                | Valor: ,                              | Línea:   60 | Columna:   15
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   60 | Columna:   23
Token: LBRACE               | Valor: {                              | Línea:   60 | Columna:   40
Token: MOD                  | Valor: %                              | Línea:   61 | Columna:   18
Token: EQ                   | Valor: ==                             | Línea:   61 | Columna:   22
Token: LBRACE               | Valor: {                              | Línea:   61 | Columna:   27
Token: DOT                  | Valor: .                              | Línea:   62 | Columna:   16
Token: LPAREN               | Valor: (                              | Línea:   62 | Columna:   24
Token: COMMA                | Valor: ,                              | Línea:   62 | Columna:   33
Token: COMMA                | Valor: ,                              | Línea:   62 | Columna:   41
Token: MINUS                | Valor: -                              | Línea:   62 | Columna:   44
Token: COLON                | Valor: :                              | Línea:   62 | Columna:   56
Token: COMMA                | Valor: ,                              | Línea:   62 | Columna:   58
Token: RPAREN               | Valor: )                              | Línea:   62 | Columna:   65
Token: RBRACE               | Valor: }                              | Línea:   63 | Columna:    9
Token: RBRACE               | Valor: }                              | Línea:   64 | Columna:    5
Token: LBRACE               | Valor: {                              | Línea:   67 | Columna:   16
Token: COLON                | Valor: :                              | Línea:   68 | Columna:   17
Token: DOT                  | Valor: .                              | Línea:   69 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   69 | Columna:   20
Token: RPAREN               | Valor: )                              | Línea:   69 | Columna:   39
Token: COLON                | Valor: :                              | Línea:   70 | Columna:   19
Token: DOT                  | Valor: .                              | Línea:   71 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   71 | Columna:   20
Token: RPAREN               | Valor: )                              | Línea:   71 | Columna:   44
Token: COMMA                | Valor: ,                              | Línea:   72 | Columna:   18
Token: COLON                | Valor: :                              | Línea:   72 | Columna:   29
Token: DOT                  | Valor: .                              | Línea:   73 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   73 | Columna:   20
Token: RPAREN               | Valor: )                              | Línea:   73 | Columna:   36
Token: COLON                | Valor: :                              | Línea:   74 | Columna:   12
Token: DOT                  | Valor: .                              | Línea:   75 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   75 | Columna:   20
Token: RPAREN               | Valor: )                              | Línea:   75 | Columna:   44
Token: RBRACE               | Valor: }                              | Línea:   76 | Columna:    5
Token: LBRACE               | Valor: {                              | Línea:   79 | Columna:   12
Token: LT                   | Valor: <                              | Línea:   80 | Columna:   15
Token: COLON                | Valor: :                              | Línea:   80 | Columna:   19
Token: DOT                  | Valor: .                              | Línea:   81 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   81 | Columna:   20
Token: COLON                | Valor: :                              | Línea:   81 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:   81 | Columna:   38
Token: LT                   | Valor: <                              | Línea:   82 | Columna:   15
Token: COLON                | Valor: :                              | Línea:   82 | Columna:   19
Token: DOT                  | Valor: .                              | Línea:   83 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   83 | Columna:   20
Token: COLON                | Valor: :                              | Línea:   83 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:   83 | Columna:   45
Token: LT                   | Valor: <                              | Línea:   84 | Columna:   15
Token: COLON                | Valor: :                              | Línea:   84 | Columna:   19
Token: DOT                  | Valor: .                              | Línea:   85 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   85 | Columna:   20
Token: COLON                | Valor: :                              | Línea:   85 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:   85 | Columna:   40
Token: COLON                | Valor: :                              | Línea:   86 | Columna:   12
Token: DOT                  | Valor: .                              | Línea:   87 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   87 | Columna:   20
Token: COLON                | Valor: :                              | Línea:   87 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:   87 | Columna:   46
Token: RBRACE               | Valor: }                              | Línea:   88 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:   91 | Columna:   22
Token: LPAREN               | Valor: (                              | Línea:   91 | Columna:   36
Token: RPAREN               | Valor: )                              | Línea:   91 | Columna:   47
Token: SEMICOLON            | Valor: ;                              | Línea:   91 | Columna:   48
Token: LBRACE               | Valor: {                              | Línea:   91 | Columna:   60
Token: COLON                | Valor: :                              | Línea:   92 | Columna:   21
Token: DOT                  | Valor: .                              | Línea:   93 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   93 | Columna:   20
Token: NOT                  | Valor: !                              | Línea:   93 | Columna:   37
Token: RPAREN               | Valor: )                              | Línea:   93 | Columna:   39
Token: COLON                | Valor: :                              | Línea:   94 | Columna:   17
Token: DOT                  | Valor: .                              | Línea:   95 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   95 | Columna:   20
Token: RPAREN               | Valor: )                              | Línea:   95 | Columna:   35
Token: COLON                | Valor: :                              | Línea:   96 | Columna:   12
Token: DOT                  | Valor: .                              | Línea:   97 | Columna:   12
Token: LPAREN               | Valor: (                              | Línea:   97 | Columna:   20
Token: RPAREN               | Valor: )                              | Línea:   97 | Columna:   36
Token: RBRACE               | Valor: }                              | Línea:   98 | Columna:    5
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:  101 | Columna:    7
Token: DECLARE_ASSIGN       | Valor: :=                             | Línea:  102 | Columna:    7
Token: DOT                  | Valor: .                              | Línea:  103 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:  103 | Columna:   16
Token: EQ                   | Valor: ==                             | Línea:  103 | Columna:   20
Token: COLON                | Valor: :                              | Línea:  103 | Columna:   24
Token: COMMA                | Valor: ,                              | Línea:  103 | Columna:   26
Token: EQ                   | Valor: ==                             | Línea:  103 | Columna:   30
Token: RPAREN               | Valor: )                              | Línea:  103 | Columna:   34
Token: DOT                  | Valor: .                              | Línea:  104 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:  104 | Columna:   16
Token: NE                   | Valor: !=                             | Línea:  104 | Columna:   20
Token: COLON                | Valor: :                              | Línea:  104 | Columna:   24
Token: COMMA                | Valor: ,                              | Línea:  104 | Columna:   26
Token: NE                   | Valor: !=                             | Línea:  104 | Columna:   30
Token: RPAREN               | Valor: )                              | Línea:  104 | Columna:   34
Token: DOT                  | Valor: .                              | Línea:  105 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:  105 | Columna:   16
Token: LT                   | Valor: <                              | Línea:  105 | Columna:   20
Token: COLON                | Valor: :                              | Línea:  105 | Columna:   23
Token: COMMA                | Valor: ,                              | Línea:  105 | Columna:   25
Token: LT                   | Valor: <                              | Línea:  105 | Columna:   29
Token: RPAREN               | Valor: )                              | Línea:  105 | Columna:   32
Token: DOT                  | Valor: .                              | Línea:  106 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:  106 | Columna:   16
Token: LE                   | Valor: <=                             | Línea:  106 | Columna:   20
Token: COLON                | Valor: :                              | Línea:  106 | Columna:   24
Token: COMMA                | Valor: ,                              | Línea:  106 | Columna:   26
Token: LE                   | Valor: <=                             | Línea:  106 | Columna:   30
Token: RPAREN               | Valor: )                              | Línea:  106 | Columna:   34
Token: DOT                  | Valor: .                              | Línea:  107 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:  107 | Columna:   16
Token: GT                   | Valor: >                              | Línea:  107 | Columna:   20
Token: COLON                | Valor: :                              | Línea:  107 | Columna:   23
Token: COMMA                | Valor: ,                              | Línea:  107 | Columna:   25
Token: GT                   | Valor: >                              | Línea:  107 | Columna:   29
Token: RPAREN               | Valor: )                              | Línea:  107 | Columna:   32
Token: DOT                  | Valor: .                              | Línea:  108 | Columna:    8
Token: LPAREN               | Valor: (                              | Línea:  108 | Columna:   16
Token: GE                   | Valor: >=                             | Línea:  108 | Columna:   20
Token: COLON                | Valor: :                              | Línea:  108 | Columna:   24
Token: COMMA                | Valor: ,                              | Línea:  108 | Columna:   26
Token: GE                   | Valor: >=                             | Línea:  108 | Columna:   30
Token: RPAREN               | Valor: )                              | Línea:  108 | Columna:   34
Token: RBRACE               | Valor: }                              | Línea:  109 | Columna:    1
Token: LPAREN               | Valor: (                              | Línea:  111 | Columna:   22
Token: COMMA                | Valor: ,                              | Línea:  111 | Columna:   32
Token: RPAREN               | Valor: )                              | Línea:  111 | Columna:   43
Token: LBRACE               | Valor: {                              | Línea:  111 | Columna:   49
Token: LPAREN               | Valor: (                              | Línea:  112 | Columna:   12
Token: PLUS                 | Valor: +                              | Línea:  112 | Columna:   19
Token: RPAREN               | Valor: )                              | Línea:  112 | Columna:   26
Token: DIVIDE               | Valor: /                              | Línea:  112 | Columna:   28
Token: RBRACE               | Valor: }                              | Línea:  113 | Columna:    1
Token: LPAREN               | Valor: (                              | Línea:  115 | Columna:   17
Token: RPAREN               | Valor: )                              | Línea:  115 | Columna:   28
Token: LBRACE               | Valor: {                              | Línea:  115 | Columna:   37
Token: GE                   | Valor: >=                             | Línea:  116 | Columna:   15
Token: LBRACE               | Valor: {                              | Línea:  116 | Columna:   21
Token: RBRACE               | Valor: }                              | Línea:  118 | Columna:    5
Token: GE                   | Valor: >=                             | Línea:  118 | Columna:   22
Token: LBRACE               | Valor: {                              | Línea:  118 | Columna:   28
Token: RBRACE               | Valor: }                              | Línea:  120 | Columna:    5
Token: RBRACE               | Valor: }                              | Línea:  122 | Columna:    1

================================================================================
ERRORES LÉXICOS (1473)
--------------------------------------------------------------------------------
Carácter ilegal 'p' en línea 4, columna 1
Carácter ilegal 'a' en línea 4, columna 2
Carácter ilegal 'c' en línea 4, columna 3
Carácter ilegal 'k' en línea 4, columna 4
Carácter ilegal 'a' en línea 4, columna 5
Carácter ilegal 'g' en línea 4, columna 6
Carácter ilegal 'e' en línea 4, columna 7
Carácter ilegal 'm' en línea 4, columna 9
Carácter ilegal 'a' en línea 4, columna 10
Carácter ilegal 'i' en línea 4, columna 11
Carácter ilegal 'n' en línea 4, columna 12
Carácter ilegal 'i' en línea 5, columna 1
Carácter ilegal 'm' en línea 5, columna 2
Carácter ilegal 'p' en línea 5, columna 3
Carácter ilegal 'o' en línea 5, columna 4
Carácter ilegal 'r' en línea 5, columna 5
Carácter ilegal 't' en línea 5, columna 6
Carácter ilegal '"' en línea 5, columna 8
Carácter ilegal 'f' en línea 5, columna 9
Carácter ilegal 'm' en línea 5, columna 10
Carácter ilegal 't' en línea 5, columna 11
Carácter ilegal '"' en línea 5, columna 12
Carácter ilegal 'f' en línea 6, columna 1
Carácter ilegal 'u' en línea 6, columna 2
Carácter ilegal 'n' en línea 6, columna 3
Carácter ilegal 'c' en línea 6, columna 4
Carácter ilegal 'm' en línea 6, columna 6
Carácter ilegal 'a' en línea 6, columna 7
Carácter ilegal 'i' en línea 6, columna 8
Carácter ilegal 'n' en línea 6, columna 9
Carácter ilegal 'e' en línea 8, columna 5
Carácter ilegal 'd' en línea 8, columna 6
Carácter ilegal 'a' en línea 8, columna 7
Carácter ilegal 'd' en línea 8, columna 8
Carácter ilegal '2' en línea 8, columna 13
Carácter ilegal '5' en línea 8, columna 14
Carácter ilegal 'p' en línea 9, columna 5
Carácter ilegal 'u' en línea 9, columna 6
Carácter ilegal 'n' en línea 9, columna 7
Carácter ilegal 't' en línea 9, columna 8
Carácter ilegal 'u' en línea 9, columna 9
Carácter ilegal 'a' en línea 9, columna 10
Carácter ilegal 'c' en línea 9, columna 11
Carácter ilegal 'i' en línea 9, columna 12
Carácter ilegal 'o' en línea 9, columna 13
Carácter ilegal 'n' en línea 9, columna 14
Carácter ilegal '8' en línea 9, columna 19
Carácter ilegal '5' en línea 9, columna 20
Carácter ilegal 'd' en línea 10, columna 5
Carácter ilegal 'i' en línea 10, columna 6
Carácter ilegal 'a' en línea 10, columna 7
Carácter ilegal '"' en línea 10, columna 12
Carácter ilegal 'l' en línea 10, columna 13
Carácter ilegal 'u' en línea 10, columna 14
Carácter ilegal 'n' en línea 10, columna 15
Carácter ilegal 'e' en línea 10, columna 16
Carácter ilegal 's' en línea 10, columna 17
Carácter ilegal '"' en línea 10, columna 18
Carácter ilegal 'n' en línea 11, columna 5
Carácter ilegal 'u' en línea 11, columna 6
Carácter ilegal 'm' en línea 11, columna 7
Carácter ilegal 'e' en línea 11, columna 8
Carácter ilegal 'r' en línea 11, columna 9
Carácter ilegal 'o' en línea 11, columna 10
Carácter ilegal 's' en línea 11, columna 11
Carácter ilegal 'i' en línea 11, columna 18
Carácter ilegal 'n' en línea 11, columna 19
Carácter ilegal 't' en línea 11, columna 20
Carácter ilegal '1' en línea 11, columna 22
Carácter ilegal '2' en línea 11, columna 25
Carácter ilegal '3' en línea 11, columna 28
Carácter ilegal '4' en línea 11, columna 31
Carácter ilegal '5' en línea 11, columna 34
Carácter ilegal '6' en línea 11, columna 37
Carácter ilegal '7' en línea 11, columna 40
Carácter ilegal '8' en línea 11, columna 43
Carácter ilegal '9' en línea 11, columna 46
Carácter ilegal '1' en línea 11, columna 49
Carácter ilegal '0' en línea 11, columna 50
Carácter ilegal 'i' en línea 14, columna 5
Carácter ilegal 'f' en línea 14, columna 6
Carácter ilegal 'e' en línea 14, columna 8
Carácter ilegal 'd' en línea 14, columna 9
Carácter ilegal 'a' en línea 14, columna 10
Carácter ilegal 'd' en línea 14, columna 11
Carácter ilegal '1' en línea 14, columna 16
Carácter ilegal '8' en línea 14, columna 17
Carácter ilegal 'f' en línea 15, columna 9
Carácter ilegal 'm' en línea 15, columna 10
Carácter ilegal 't' en línea 15, columna 11
Carácter ilegal 'P' en línea 15, columna 13
Carácter ilegal 'r' en línea 15, columna 14
Carácter ilegal 'i' en línea 15, columna 15
Carácter ilegal 'n' en línea 15, columna 16
Carácter ilegal 't' en línea 15, columna 17
Carácter ilegal 'l' en línea 15, columna 18
Carácter ilegal 'n' en línea 15, columna 19
Carácter ilegal '"' en línea 15, columna 21
Carácter ilegal 'M' en línea 15, columna 22
Carácter ilegal 'a' en línea 15, columna 23
Carácter ilegal 'y' en línea 15, columna 24
Carácter ilegal 'o' en línea 15, columna 25
Carácter ilegal 'r' en línea 15, columna 26
Carácter ilegal 'd' en línea 15, columna 28
Carácter ilegal 'e' en línea 15, columna 29
Carácter ilegal 'e' en línea 15, columna 31
Carácter ilegal 'd' en línea 15, columna 32
Carácter ilegal 'a' en línea 15, columna 33
Carácter ilegal 'd' en línea 15, columna 34
Carácter ilegal '"' en línea 15, columna 35
Carácter ilegal 'e' en línea 16, columna 7
Carácter ilegal 'l' en línea 16, columna 8
Carácter ilegal 's' en línea 16, columna 9
Carácter ilegal 'e' en línea 16, columna 10
Carácter ilegal 'f' en línea 17, columna 9
Carácter ilegal 'm' en línea 17, columna 10
Carácter ilegal 't' en línea 17, columna 11
Carácter ilegal 'P' en línea 17, columna 13
Carácter ilegal 'r' en línea 17, columna 14
Carácter ilegal 'i' en línea 17, columna 15
Carácter ilegal 'n' en línea 17, columna 16
Carácter ilegal 't' en línea 17, columna 17
Carácter ilegal 'l' en línea 17, columna 18
Carácter ilegal 'n' en línea 17, columna 19
Carácter ilegal '"' en línea 17, columna 21
Carácter ilegal 'M' en línea 17, columna 22
Carácter ilegal 'e' en línea 17, columna 23
Carácter ilegal 'n' en línea 17, columna 24
Carácter ilegal 'o' en línea 17, columna 25
Carácter ilegal 'r' en línea 17, columna 26
Carácter ilegal 'd' en línea 17, columna 28
Carácter ilegal 'e' en línea 17, columna 29
Carácter ilegal 'e' en línea 17, columna 31
Carácter ilegal 'd' en línea 17, columna 32
Carácter ilegal 'a' en línea 17, columna 33
Carácter ilegal 'd' en línea 17, columna 34
Carácter ilegal '"' en línea 17, columna 35
Carácter ilegal 'i' en línea 21, columna 5
Carácter ilegal 'f' en línea 21, columna 6
Carácter ilegal 'p' en línea 21, columna 8
Carácter ilegal 'u' en línea 21, columna 9
Carácter ilegal 'n' en línea 21, columna 10
Carácter ilegal 't' en línea 21, columna 11
Carácter ilegal 'u' en línea 21, columna 12
Carácter ilegal 'a' en línea 21, columna 13
Carácter ilegal 'c' en línea 21, columna 14
Carácter ilegal 'i' en línea 21, columna 15
Carácter ilegal 'o' en línea 21, columna 16
Carácter ilegal 'n' en línea 21, columna 17
Carácter ilegal '9' en línea 21, columna 22
Carácter ilegal '0' en línea 21, columna 23
Carácter ilegal 'f' en línea 22, columna 9
Carácter ilegal 'm' en línea 22, columna 10
Carácter ilegal 't' en línea 22, columna 11
Carácter ilegal 'P' en línea 22, columna 13
Carácter ilegal 'r' en línea 22, columna 14
Carácter ilegal 'i' en línea 22, columna 15
Carácter ilegal 'n' en línea 22, columna 16
Carácter ilegal 't' en línea 22, columna 17
Carácter ilegal 'l' en línea 22, columna 18
Carácter ilegal 'n' en línea 22, columna 19
Carácter ilegal '"' en línea 22, columna 21
Carácter ilegal 'C' en línea 22, columna 22
Carácter ilegal 'a' en línea 22, columna 23
Carácter ilegal 'l' en línea 22, columna 24
Carácter ilegal 'i' en línea 22, columna 25
Carácter ilegal 'f' en línea 22, columna 26
Carácter ilegal 'i' en línea 22, columna 27
Carácter ilegal 'c' en línea 22, columna 28
Carácter ilegal 'a' en línea 22, columna 29
Carácter ilegal 'c' en línea 22, columna 30
Carácter ilegal 'i' en línea 22, columna 31
Carácter ilegal 'ó' en línea 22, columna 32
Carácter ilegal 'n' en línea 22, columna 33
Carácter ilegal 'A' en línea 22, columna 36
Carácter ilegal '"' en línea 22, columna 37
Carácter ilegal 'e' en línea 23, columna 7
Carácter ilegal 'l' en línea 23, columna 8
Carácter ilegal 's' en línea 23, columna 9
Carácter ilegal 'e' en línea 23, columna 10
Carácter ilegal 'i' en línea 23, columna 12
Carácter ilegal 'f' en línea 23, columna 13
Carácter ilegal 'p' en línea 23, columna 15
Carácter ilegal 'u' en línea 23, columna 16
Carácter ilegal 'n' en línea 23, columna 17
Carácter ilegal 't' en línea 23, columna 18
Carácter ilegal 'u' en línea 23, columna 19
Carácter ilegal 'a' en línea 23, columna 20
Carácter ilegal 'c' en línea 23, columna 21
Carácter ilegal 'i' en línea 23, columna 22
Carácter ilegal 'o' en línea 23, columna 23
Carácter ilegal 'n' en línea 23, columna 24
Carácter ilegal '8' en línea 23, columna 29
Carácter ilegal '0' en línea 23, columna 30
Carácter ilegal 'f' en línea 24, columna 9
Carácter ilegal 'm' en línea 24, columna 10
Carácter ilegal 't' en línea 24, columna 11
Carácter ilegal 'P' en línea 24, columna 13
Carácter ilegal 'r' en línea 24, columna 14
Carácter ilegal 'i' en línea 24, columna 15
Carácter ilegal 'n' en línea 24, columna 16
Carácter ilegal 't' en línea 24, columna 17
Carácter ilegal 'l' en línea 24, columna 18
Carácter ilegal 'n' en línea 24, columna 19
Carácter ilegal '"' en línea 24, columna 21
Carácter ilegal 'C' en línea 24, columna 22
Carácter ilegal 'a' en línea 24, columna 23
Carácter ilegal 'l' en línea 24, columna 24
Carácter ilegal 'i' en línea 24, columna 25
Carácter ilegal 'f' en línea 24, columna 26
